"H0000200","H0013201","R0000100","R0000149","R0173600","R0214700","R0214800","T2210000","T2210700","T3107800","T3108600","T4112300","T4113100","T5022600","T5023500","T5770800","T5771400","T7743900","T8218700"
2002,2010,4668,4668,1,3,1,454737,16,440692,16,200100,16,595986,16,280000,16,-4,-3
2004,2014,4669,4668,1,3,1,90000,14,70000,14,84000,14,86000,14,91000,14,-4,107000
2004,2012,4670,4670,5,3,2,137000,12,38461,12,29000,12,-2,12,68000,12,-4,94227
2002,2010,4671,4670,1,3,1,-5,-5,73980,11,69600,11,65360,11,69400,11,-4,75632
2000,2010,4672,4670,5,3,2,-1,14,-1,14,-1,14,-1,14,-1,14,-4,-3
1998,2008,4673,4673,1,3,1,38000,12,43000,12,42000,12,48000,12,56000,12,-4,53000
2004,-4,4674,4673,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,4675,4675,5,3,2,110200,13,115200,13,120160,13,123700,13,134200,13,-4,137050
2002,2012,4676,4675,1,3,1,78360,12,-5,-5,15000,12,-5,-5,-2,12,-4,30000
-4,-4,4677,4677,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,4678,4678,5,3,2,161340,12,24012,12,-5,-5,-5,-5,-5,-5,-5,-5
-4,2010,4679,4679,5,3,2,134000,14,104612,14,78000,14,-1,14,-1,14,-4,-3
2002,2010,4680,4680,1,3,1,58860,12,18000,12,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,4681,4681,1,3,1,15000,10,47400,12,15188,12,10848,12,17296,12,13,31904
1998,-4,4682,4682,6,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,4683,4682,5,3,2,90360,18,160400,18,-2,18,-2,18,-2,18,-4,-3
1998,2008,4684,4682,5,3,2,170000,13,160000,13,185000,13,0,13,204000,13,-4,190000
-4,-4,4685,4685,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,4686,4686,5,3,2,195000,17,90000,17,100200,17,60000,17,45000,17,-4,40000
2004,2012,4687,4686,1,3,1,76703,13,88943,13,-2,13,99354,13,107516,13,-4,111551
2000,2010,4688,4688,1,3,1,275000,16,160000,16,190500,16,307000,16,120099,16,-4,138000
2002,2012,4689,4688,5,3,2,195000,16,165000,16,497763,16,-2,16,175000,16,-4,170000
2004,2014,4690,4690,5,3,2,-2,12,85600,12,88200,12,90000,12,-2,12,-4,82000
2002,2012,4691,4691,5,3,2,-2,18,-2,18,254000,18,-1,18,-2,18,-4,292000
2004,2014,4692,4691,5,3,2,132000,19,115000,20,100000,20,112000,20,108000,20,-4,122000
2004,2012,4693,4693,1,3,1,200000,16,-1,16,250000,16,-5,-5,-1,16,-4,-3
2000,2014,4694,4693,5,3,2,-2,15,-5,-5,-5,-5,-2,15,-5,-5,-5,-5
1998,2008,4695,4695,3,2,1,119200,16,162000,16,135000,16,168870,16,167000,16,-4,190000
1998,-4,4696,4696,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4697,4697,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,4698,4698,1,3,1,156000,16,180000,16,215000,16,175000,16,175000,16,-4,175000
2002,2012,4699,4699,1,3,1,122596,14,48600,14,133560,14,161800,14,191600,14,-4,139200
2000,2010,4700,4699,5,3,2,200000,16,195000,16,-2,16,175000,16,-1,16,-4,-3
2000,2010,4701,4701,1,3,1,175000,12,130000,12,497763,12,595986,12,922631,12,-4,295400
2004,2014,4702,4701,1,3,1,225000,14,222800,14,198000,14,208000,14,228000,14,-4,238000
2000,2010,4703,4703,5,3,2,130300,12,94408,12,-5,-5,-5,-5,-2,12,-4,140000
2000,-4,4704,4704,1,3,1,6000,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,4705,4704,5,3,2,91100,16,86000,16,100100,16,93000,16,129000,16,-4,150000
2004,2012,4706,4704,5,3,2,99600,16,120000,16,163000,16,140852,16,178300,16,16,151000
2006,2014,4707,4707,1,3,1,114120,12,127085,12,129000,12,129100,12,116600,12,-4,114040
2004,2018,4708,4708,5,3,2,-2,12,-5,-5,-5,-5,-5,-5,-5,-5,-4,120000
-4,-4,4709,4709,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,4710,4710,3,2,1,3780,12,2400,12,-2,12,-2,12,-2,12,-4,-3
2002,2010,4711,4710,7,2,2,43000,12,48848,12,64750,12,0,12,70000,12,-4,-3
2004,2012,4712,4710,3,2,1,-2,12,-2,12,-2,12,27570,12,-2,12,-4,-3
-4,2012,4713,4713,5,3,2,-5,-5,-2,15,-2,15,-5,-5,-5,-5,-4,100650
2004,2014,4714,4713,5,3,2,116500,12,109000,12,203000,12,155000,12,197689,12,-4,193100
2000,-4,4715,4715,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,4716,4716,1,3,1,78000,12,77000,12,139000,12,208000,12,137000,12,-4,120000
2002,2012,4717,4716,5,3,2,102500,14,115000,14,135520,14,130200,14,125000,14,-4,102500
-4,-4,4718,4718,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,2010,4719,4719,1,3,1,-5,-5,50000,12,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,4720,4720,1,3,1,71000,12,74000,12,76480,12,89000,12,77000,12,-4,54400
-4,-4,4721,4721,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,4722,4722,1,3,1,115020,12,77400,12,38000,12,51300,12,50160,12,-4,56200
2000,2008,4723,4723,5,3,2,122000,16,-2,16,166500,16,160500,16,-2,16,-4,215000
1998,2008,4724,4724,6,3,2,41000,12,25392,12,-2,12,-5,-5,-5,-5,-5,-5
-4,-4,4725,4725,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,4726,4725,5,3,2,34139,16,-2,16,39800,16,-2,16,110000,16,-4,40000
-4,-4,4727,4727,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4728,4728,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,4729,4729,1,3,1,17000,14,22200,14,20600,14,7128,14,-2,14,-4,23000
2004,2014,4730,4730,6,3,2,0,11,2400,11,2280,11,11400,11,7920,11,-4,20664
2000,2010,4731,4731,1,3,1,28030,11,34320,11,30800,11,26552,11,26000,11,-4,10000
2002,2012,4732,4731,1,3,1,31281,12,22720,12,21600,12,24100,12,17108,12,-4,29200
2000,2010,4733,4733,5,3,2,52000,11,57000,11,68000,11,72000,11,68000,11,-4,60000
2002,2012,4734,4733,5,3,2,18400,12,-2,12,16000,12,20000,12,38000,12,-4,50000
2000,2010,4735,4735,5,3,2,27000,12,30000,12,90000,12,35000,12,39000,12,-4,40000
2004,-4,4736,4736,1,3,1,50000,9,32000,9,44000,9,-5,-5,-5,-5,-5,-5
2000,2010,4737,4737,1,3,1,127000,16,40000,16,160000,16,170000,16,143650,16,-4,135000
1998,2008,4738,4738,1,3,1,80300,14,84862,14,111200,14,127500,14,129693,14,-5,-5
-4,-4,4739,4739,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,4740,4740,1,3,1,25000,12,26000,12,30000,12,4296,12,-2,12,-4,5000
-4,-4,4741,4741,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,4742,4742,5,3,2,31015,16,26000,16,28000,16,33026,16,59000,16,-4,54000
-4,-4,4743,4743,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,4744,4743,5,3,2,-1,12,-2,12,-1,12,-1,12,-1,12,-4,-3
-4,-4,4745,4745,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,4746,4746,5,3,2,-2,12,49099,12,47000,12,23384,12,20952,12,-4,22380
2004,2014,4747,4746,1,3,1,22382,12,34112,12,3240,12,3028,12,16778,12,-4,11520
2000,2010,4748,4748,5,3,2,21800,12,24000,12,68500,12,70720,12,59035,12,-4,-3
2006,2010,4749,4749,5,3,2,21035,12,-2,12,18100,12,-2,12,2328,12,-4,1633
2002,2012,4750,4749,1,3,1,-1,12,-1,12,-1,12,-1,12,-1,12,-4,80000
-4,-4,4751,4751,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,4752,4752,1,3,1,43400,12,28216,12,30000,12,34000,12,43500,12,-4,44000
2000,2008,4753,4753,5,3,2,98010,16,118020,16,125030,16,131000,16,120030,16,-4,-3
2000,2010,4754,4753,5,3,2,85000,18,88750,18,-1,18,-1,18,-1,18,-4,-3
2002,2012,4755,4755,1,3,1,84000,12,77000,12,109300,12,85805,12,99030,12,-4,91600
2004,2014,4756,4756,1,3,1,234000,18,210000,18,222000,18,240000,18,922631,18,-4,402500
-4,2014,4757,4757,5,3,2,454737,16,-5,-5,-5,-5,-1,16,-5,-5,-4,766958
2002,2012,4758,4758,5,3,2,73000,18,77800,18,76000,18,58000,18,65000,18,-4,67000
1998,2008,4759,4759,1,3,1,132000,12,117500,12,-5,-5,107000,12,38600,12,-4,77600
2004,2014,4760,4760,1,3,1,71050,17,87000,17,100000,17,104000,17,111500,17,-4,766958
1998,2010,4761,4761,5,3,2,-5,-5,-2,12,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,4762,4761,5,3,2,8200,12,26145,12,32000,12,33000,12,32000,12,-4,35000
1998,2008,4763,4763,5,3,2,40000,15,-2,15,64000,15,37000,15,48000,15,-5,-5
2000,2012,4764,4764,1,3,1,99000,12,-5,-5,29710,12,40800,12,50200,12,-4,75200
2004,2014,4765,4764,1,3,1,84500,12,84836,12,143200,12,18360,12,94370,12,-4,-3
2002,2012,4766,4766,5,3,2,48200,16,71200,16,85986,16,31180,16,51480,16,13,-3
1998,2008,4767,4767,1,3,1,54700,19,25010,19,42510,19,42001,19,-5,-5,-5,-5
2004,2010,4768,4768,5,3,2,37000,13,47200,13,-2,13,45820,13,-2,13,-4,-3
2000,2010,4769,4769,5,3,2,60000,12,70000,12,65000,12,55000,12,25000,12,-4,12000
2004,2014,4770,4769,1,3,1,29000,12,51000,12,36658,12,34600,12,52087,12,-4,47800
1998,-4,4771,4771,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,4772,4771,5,3,2,25000,12,30000,12,31000,12,39200,12,50000,12,-4,36000
2004,2012,4773,4773,1,3,1,-5,-5,-5,-5,15000,7,-5,-5,-5,-5,-5,-5
1998,2008,4774,4774,5,3,2,106875,12,27600,12,47780,12,21000,12,24400,12,-5,-5
1998,-4,4775,4775,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,4776,4776,2,3,1,64100,12,52000,12,50000,12,58440,12,67980,12,-4,90000
2002,-4,4777,4777,5,3,2,71000,12,58882,12,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,4778,4778,5,3,2,45800,12,47610,12,60000,12,67000,12,62000,12,-4,64000
2004,2014,4779,4779,1,3,1,48000,12,39680,12,49520,12,42684,12,34560,12,-4,-3
2000,2010,4780,4780,5,3,2,25000,12,25000,12,85000,12,70000,12,73000,12,-4,-3
2000,2008,4781,4781,1,3,1,26480,9,26000,9,50448,9,8964,9,23032,9,-5,-5
2000,2010,4782,4781,5,3,2,26000,10,27000,10,20684,10,6284,10,-2,10,-4,15028
2000,2008,4783,4783,5,3,2,48708,12,46252,12,-2,12,59060,12,42156,12,-4,-3
2002,2012,4784,4783,5,3,2,20000,12,-5,-5,-1,12,-2,12,20000,12,-4,26000
2004,2012,4785,4783,5,3,2,45020,12,50000,12,45000,12,46000,12,55000,12,-4,30000
2004,-4,4786,4783,1,3,1,15728,12,-2,12,27000,12,-5,-5,-5,-5,-5,-5
2000,2010,4787,4787,6,3,2,76308,11,71000,11,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,4788,4788,1,3,1,133000,12,136500,12,150100,12,140000,12,144000,12,-4,150000
-4,-4,4789,4788,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2006,-4,4790,4788,5,3,2,-2,12,54080,12,-5,-5,-5,-5,-5,-5,-5,-5
1998,-4,4791,4791,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,4792,4792,5,3,2,-2,12,15000,12,30000,12,19000,12,25000,12,-4,-3
2004,2014,4793,4793,1,3,1,-1,16,265025,16,290000,16,-1,16,-1,16,-4,-3
2004,2014,4794,4793,1,3,1,125000,14,104000,14,40000,14,80000,14,65000,14,-4,150000
2006,2014,4795,4795,5,3,2,70000,16,71000,16,78000,16,56885,16,55010,16,-4,31000
2002,2012,4796,4796,5,3,2,30388,14,20000,14,20000,14,25000,14,70000,14,-4,22000
-4,-4,4797,4797,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,-4,4798,4798,5,3,2,213000,19,-5,-5,0,19,-5,-5,-5,-5,-4,185000
2002,2012,4799,4799,1,3,1,43000,19,-5,-5,46000,19,48005,19,45799,19,-4,49005
1998,2012,4800,4800,1,3,1,-5,-5,-5,-5,35000,12,45000,14,50000,14,-5,-5
1998,2008,4801,4800,5,3,2,78500,15,97668,15,34940,15,54000,15,60000,15,-4,50000
2004,2014,4802,4802,5,3,2,98756,15,84000,16,85000,16,75100,16,103000,16,-4,109000
2004,2014,4803,4803,5,3,2,61400,13,94250,13,57350,13,76500,13,98000,13,-4,77320
2004,2014,4804,4804,5,3,2,78400,12,103000,12,72000,12,63550,12,64000,12,-4,114000
2002,2012,4805,4805,1,3,1,123000,15,123718,15,64600,15,53266,15,58000,15,-4,67945
2000,2010,4806,4805,1,3,1,20301,12,11100,12,11137,12,23592,12,11004,12,-4,12349
1998,2008,4807,4807,5,3,2,-1,11,33305,11,-2,11,-2,11,-2,11,-4,40000
2000,2010,4808,4807,1,3,1,82500,12,80912,12,114000,12,111760,12,95600,12,-4,110020
2004,2014,4809,4807,5,3,2,23000,11,27161,11,32000,11,39000,11,36000,11,-4,142000
2000,2008,4810,4810,5,3,2,87000,13,90000,13,111000,13,61000,13,77000,13,-4,67100
2000,-4,4811,4811,1,3,1,56050,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,4812,4812,5,3,2,22000,16,62000,16,81800,16,-5,-5,-5,-5,-5,-5
2004,2014,4813,4813,1,3,1,98450,14,95500,14,116000,14,112000,14,100000,14,-4,108000
2000,-4,4814,4814,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,4815,4815,5,3,2,110000,14,116075,14,117000,14,164000,14,159000,14,-4,170000
2004,2014,4816,4815,1,3,1,454737,18,-1,18,497763,18,298000,18,305000,18,-4,766958
1998,2012,4817,4817,5,3,2,-5,-5,-5,-5,100000,12,-5,-5,-5,-5,-4,16870
2000,2010,4818,4818,1,3,1,32000,12,20529,12,27162,12,14590,12,6010,12,-5,-5
1998,2008,4819,4819,5,3,2,86000,12,87010,12,88020,12,98100,12,98636,12,-4,120000
2002,2010,4820,4819,5,3,2,63000,16,63280,16,-2,16,44001,16,-2,16,-4,70000
2006,2014,4821,4819,5,3,2,163153,16,126060,16,140488,16,140500,16,149638,16,-4,217096
1998,2008,4822,4822,5,3,2,55000,12,69000,12,32000,12,41792,12,-5,-5,-5,-5
2002,2012,4823,4823,1,3,1,120000,12,115000,12,0,12,1600,12,-2,12,-4,-3
-4,-4,4824,4823,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,4825,4825,1,3,1,49000,14,58300,14,60500,14,69000,14,74000,14,-4,76000
2000,2010,4826,4825,5,3,2,167500,18,166000,18,191250,18,200000,18,207000,18,-4,240000
-4,-4,4827,4827,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,4828,4828,1,3,1,82000,16,90000,16,108000,16,120000,16,82502,16,-4,82500
2004,2012,4829,4828,1,3,1,243700,16,440692,16,497763,16,595986,16,922631,16,-4,766958
2006,2014,4830,4828,1,3,1,232000,16,270000,16,497763,16,175000,16,173000,16,-4,255000
2006,2014,4831,4828,1,3,1,65000,18,63000,18,40350,18,73800,18,75500,18,-4,87504
2002,2012,4832,4832,2,3,1,99000,14,94220,14,64700,14,-2,14,65100,14,-4,60000
2004,-4,4833,4832,6,3,2,166000,17,177000,17,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,4834,4834,1,3,1,197000,16,-2,16,189600,16,184600,16,175000,16,-4,206000
-4,-4,4835,4834,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2016,4836,4836,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,0,10,-4,10960
1998,2008,4837,4836,6,3,2,0,12,0,12,10680,12,9912,12,11664,12,-4,10920
2000,2010,4838,4838,5,3,2,12960,9,15012,9,21012,9,14640,9,3011,9,-4,18294
2004,2014,4839,4839,5,3,2,23000,13,20000,13,20000,13,-2,13,23000,13,-4,-3
2004,2012,4840,4840,1,3,1,38983,15,38208,15,37000,15,26600,15,28000,15,-4,26000
2004,2012,4841,4841,5,3,2,79000,16,69600,16,158900,16,28276,16,68400,16,-4,-3
2004,2014,4842,4841,5,3,2,54000,18,57000,18,180000,19,167000,19,146000,19,-4,196000
2006,2014,4843,4843,1,3,1,74600,16,-2,16,82300,16,110400,16,115100,16,-4,141600
2006,2014,4844,4844,5,3,2,5100,14,3496,14,10524,14,24112,14,13704,14,-4,10121
-4,-4,4845,4845,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,4846,4845,1,3,1,-2,12,-2,12,44000,12,31200,12,-2,12,-4,20400
2004,2014,4847,4845,1,3,1,-5,-5,15640,12,17993,12,18561,12,18888,12,-4,-3
2002,-4,4848,4848,5,3,2,183800,17,65300,17,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,4849,4848,5,3,2,21000,12,24000,12,22000,12,21000,12,20000,12,-4,22000
-4,-4,4850,4848,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4851,4851,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-3
2002,-4,4852,4851,5,3,2,173400,12,21624,12,-5,-5,-5,-5,-5,-5,-4,-3
2004,-4,4853,4853,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,4854,4854,1,3,1,88900,14,90200,14,96548,14,67000,14,20000,14,-4,26400
2006,2014,4855,4854,1,3,1,98200,13,102000,13,143000,13,125800,13,133000,13,-4,145000
2004,2012,4856,4856,1,3,1,74000,14,83000,14,80000,14,105000,14,110000,14,-4,110000
1998,-4,4857,4857,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,4858,4858,1,3,1,122310,12,142515,12,155200,12,165100,12,209000,12,-4,271000
2000,2010,4859,4859,1,3,1,-2,14,-2,14,-2,14,42200,14,52050,14,-4,56675
2004,2014,4860,4859,1,3,1,-5,-5,-5,-5,-5,-5,140000,12,120500,12,-4,141512
2004,2012,4861,4859,1,3,1,63000,12,69400,12,81800,12,79800,12,90000,12,-4,91000
2004,2014,4862,4859,1,3,1,61300,13,69000,13,48000,13,58000,13,67978,13,-4,-3
2000,2010,4863,4863,5,3,2,75000,12,-1,12,95025,12,105025,12,96520,12,-4,117050
2004,2012,4864,4863,5,3,2,75013,12,82012,12,80000,12,87500,12,84000,12,-4,342030
2004,2014,4865,4863,5,3,2,76050,15,81600,15,85400,15,83000,15,85800,15,-4,97100
2000,-4,4866,4866,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,4867,4866,5,3,2,5792,12,2550,12,2400,12,15864,12,11471,12,-4,7548
-4,-4,4868,4868,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,17,162000
-4,-4,4869,4868,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,4870,4868,5,3,2,22400,18,25400,20,42600,20,37025,20,44200,20,-4,50000
2002,2012,4871,4871,5,3,2,76000,16,72000,16,88000,16,83000,16,54600,16,-4,46000
2004,2014,4872,4871,5,3,2,48000,17,-2,17,50000,17,1200,17,0,17,-4,30000
2002,2012,4873,4873,5,3,2,135000,16,140000,16,145000,16,160000,16,161000,16,-4,170000
2000,2010,4874,4874,5,3,2,150500,18,140000,18,114200,18,-2,18,72000,18,-4,-3
2006,2014,4875,4874,1,3,1,-2,14,-1,14,-5,-5,-2,14,-1,14,14,-3
2002,2012,4876,4876,5,3,2,122000,12,43000,12,27000,12,32000,12,-2,12,12,-3
1998,2008,4877,4877,1,3,1,88160,16,80010,16,97380,16,76000,16,78571,16,-4,82962
2004,2012,4878,4877,5,3,2,132100,18,130020,18,110000,18,180010,18,186300,18,-4,-3
1998,2008,4879,4879,1,3,1,31175,12,41790,12,38500,12,-5,-5,-5,-5,-5,-5
2000,2010,4880,4880,5,3,2,57500,14,53400,14,32350,14,57000,14,12992,14,-4,76612
1998,2008,4881,4881,1,3,1,101000,14,118000,14,108000,14,125000,14,129000,14,-4,80000
2000,2008,4882,4881,5,3,2,99000,12,-2,12,-2,12,-2,12,-2,12,-4,-3
1998,2008,4883,4883,1,3,1,40000,13,52000,13,45000,13,45000,13,53000,13,-4,57000
2000,2008,4884,4884,1,3,1,75000,12,84000,12,91000,12,98900,12,82000,12,-5,-5
-4,-4,4885,4885,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2016,4886,4885,5,3,2,76010,18,66400,18,-5,-5,-5,-5,120000,18,-4,170200
-4,-4,4887,4887,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,4888,4887,1,3,1,48000,12,56030,12,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,4889,4889,1,3,1,76000,14,25000,14,45000,14,40000,14,45000,14,-4,35000
1998,2008,4890,4889,5,3,2,27000,13,25000,13,20500,13,31500,13,33500,13,-4,33300
-4,-4,4891,4891,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,4892,4892,1,3,1,65000,16,93000,16,80000,16,65000,16,89000,16,-4,206000
2004,-4,4893,4892,5,3,2,7488,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,4894,4894,2,3,1,120005,16,118000,16,130000,16,140000,16,143000,16,-4,125000
2004,-4,4895,4895,1,3,1,-5,-5,80000,16,-2,16,-5,-5,-5,-5,-5,-5
2000,2008,4896,4896,1,3,1,142200,16,156000,16,170000,16,190000,16,200000,16,-4,167000
2002,2012,4897,4896,1,3,1,103000,16,127000,16,127000,16,151000,16,190000,16,-4,-3
2004,2012,4898,4896,1,3,1,54531,18,66684,18,115404,18,133200,18,109432,18,-4,130184
2004,2012,4899,4899,5,3,2,-5,-5,15000,14,121000,14,-5,-5,-5,-5,-5,-5
1998,2008,4900,4900,1,3,1,51290,12,45800,12,55386,12,56000,12,52000,12,-4,-3
2000,2010,4901,4900,1,3,1,58472,11,61000,12,75000,12,60000,12,72000,12,-4,67000
1998,2008,4902,4902,1,3,1,95325,12,37284,12,38540,12,47040,12,50184,12,-4,-3
2000,2008,4903,4903,1,3,1,41000,12,38785,12,32000,12,35000,12,-2,12,-4,12500
2004,2012,4904,4903,1,3,1,61000,12,35000,12,25000,12,39368,12,49048,12,-4,-3
2002,2012,4905,4905,2,3,1,-5,-5,-5,-5,27280,8,-2,8,-2,8,-4,-3
2004,2014,4906,4905,6,3,2,-1,12,-1,12,-1,12,-1,12,-1,12,-4,-3
2000,2010,4907,4907,1,3,1,-2,20,440692,20,497763,20,-2,20,922631,20,-4,766958
-4,-4,4908,4907,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4909,4909,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2006,2014,4910,4910,5,3,2,87000,16,94322,16,-2,16,86462,16,91000,16,-4,-3
2002,2012,4911,4911,1,3,1,25000,12,-5,-5,30000,12,52000,12,44000,12,-4,50000
-4,2016,4912,4912,1,3,1,95720,13,48250,13,-5,-5,-5,-5,80000,13,-4,90000
2006,2014,4913,4912,1,3,1,118300,12,203300,12,215404,12,108000,12,202000,12,-4,178000
2000,2010,4914,4914,2,3,1,72000,12,71632,12,85880,12,82000,12,84000,12,-4,85000
2004,2010,4915,4914,2,3,1,43476,8,22736,8,20000,8,52000,8,27000,8,-4,28000
2004,2014,4916,4914,6,3,2,2460,11,14748,11,1512,11,11392,11,26184,11,-4,26640
1998,2008,4917,4917,1,3,1,454737,12,21077,12,22716,12,23332,12,11232,12,-4,30000
2002,2012,4918,4917,1,3,1,7884,9,15276,9,13980,9,14280,9,14040,9,-4,14292
2002,2010,4919,4919,5,3,2,176049,18,144800,18,120702,18,98000,18,81105,18,-4,77000
2004,2014,4920,4919,5,3,2,-2,14,40800,14,31128,14,76800,14,77800,14,-4,102568
2002,2010,4921,4921,1,3,1,115000,20,98200,20,-2,20,110500,20,117000,20,-4,124000
2006,2014,4922,4922,5,3,2,60000,13,-2,13,-2,13,43200,13,40000,13,-4,-3
2004,2014,4923,4923,2,3,1,44000,10,19000,10,12600,10,11100,10,18828,10,-4,11736
2000,2008,4924,4924,5,3,2,115000,13,115000,13,127000,13,140000,13,-5,-5,-5,-5
2002,2010,4925,4925,5,3,2,106000,12,150000,12,-2,12,70000,12,85810,12,-4,-3
1998,2008,4926,4926,1,3,1,141000,12,136000,12,147000,12,149000,12,148000,12,-4,178000
2004,2014,4927,4926,5,3,2,171000,16,150500,16,145200,16,130000,16,143200,16,-4,150050
-4,-4,4928,4928,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,4929,4929,5,3,2,49188,14,440692,14,-5,-5,53146,14,-5,-5,-5,-5
2004,2012,4930,4930,5,3,2,21743,13,22082,13,32000,13,41889,13,45000,13,-4,45000
2004,2014,4931,4931,5,3,2,71000,14,55000,14,49000,14,50000,14,43200,14,-4,86000
1998,2008,4932,4932,2,3,1,40000,12,39600,12,5720,12,18000,12,18600,12,-4,38360
2000,2010,4933,4933,5,3,2,94400,15,83000,15,-5,-5,-5,-5,37000,15,-4,37500
2002,2010,4934,4934,5,3,2,-2,12,20000,12,50000,12,34000,12,23000,12,-4,26000
1998,2008,4935,4935,2,3,1,11916,9,16404,9,-2,9,216,9,-5,-5,-4,240
2000,2010,4936,4935,2,3,1,137500,7,30062,7,23008,7,-2,7,41268,7,-4,46800
2004,2014,4937,4935,2,3,1,49000,8,0,8,12138,8,-2,8,37000,8,-4,-3
2004,2014,4938,4938,5,3,2,19859,13,19800,13,19940,13,17868,13,18717,13,-4,32016
1998,2008,4939,4939,1,3,1,70000,16,32000,16,30500,16,34500,16,45000,16,-4,42000
2000,2010,4940,4940,2,3,1,-5,-5,60000,12,22000,12,23000,12,23000,12,-5,-5
2004,2014,4941,4940,2,3,1,9396,7,11052,7,11448,7,11352,7,25410,7,-4,-3
2004,2014,4942,4942,2,3,1,54000,12,74000,12,75000,12,128920,12,141000,12,-4,140000
2000,2010,4943,4943,5,3,2,109276,14,52000,14,56000,14,65000,14,58000,14,-4,56000
1998,-4,4944,4944,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
