"H0000200","H0013201","R0000100","R0000149","R0173600","R0214700","R0214800","T2210000","T2210700","T3107800","T3108600","T4112300","T4113100","T5022600","T5023500","T5770800","T5771400","T7743900","T8218700"
-4,-4,8584,8584,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8585,8585,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,8586,8586,10,2,1,-2,12,-2,12,48200,12,-2,12,30000,12,-4,52660
2000,2010,8587,8586,10,2,1,14700,12,0,12,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,8588,8586,10,2,1,110980,13,102380,13,-2,13,110000,13,105505,13,-4,101500
-4,-4,8589,8589,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8590,8589,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8591,8589,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8592,8592,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8593,8593,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8594,8594,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8595,8594,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8596,8596,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,8597,8597,10,2,1,0,10,0,10,1600,10,2500,10,2328,10,-4,0
1998,2008,8598,8597,13,2,2,-2,8,7000,8,2417,8,-5,-5,-5,-5,-5,-5
2006,-4,8599,8599,10,2,1,13200,13,14400,13,-5,-5,-5,-5,-5,-5,-5,-5
2002,-4,8600,8600,13,2,2,22600,12,0,12,-5,-5,-5,-5,-5,-5,-5,-5
-4,2016,8601,8601,13,2,2,78560,12,-5,-5,71600,12,-5,-5,71000,12,-5,-5
2002,2010,8602,8601,10,2,1,61000,12,130000,12,136000,12,0,12,-5,-5,-5,-5
-4,-4,8603,8603,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,8604,8604,10,2,1,59650,13,166200,13,65000,13,76000,13,80000,13,-4,78000
2004,2014,8605,8605,13,2,2,3000,12,23400,12,-2,12,5360,12,-2,12,-4,12600
-4,-4,8606,8606,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8607,8607,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,8608,8608,13,2,2,1972,12,2172,12,4308,12,0,12,-2,12,-4,2400
1998,2008,8609,8608,10,2,1,-2,12,0,12,8000,12,0,12,1552,12,-4,0
-4,-4,8610,8610,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8611,8610,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,8612,8612,13,2,2,38000,12,40000,12,40000,12,41000,12,40000,12,-4,60000
1998,2008,8613,8613,13,2,2,72000,12,80000,12,-5,-5,0,12,-2,12,-4,49300
-4,2012,8614,8614,14,1,2,-1,9,-5,-5,8275,12,-5,-5,-2,12,-5,-5
2000,2010,8615,8615,13,2,2,7620,12,20200,12,19000,12,20000,12,15800,12,-4,5000
2004,-4,8616,8616,10,2,1,-2,19,-2,19,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,8617,8617,10,2,1,127000,12,-5,-5,130000,12,30000,12,35000,12,-4,24000
2000,2010,8618,8618,13,2,2,-5,-5,102400,12,107800,12,99800,12,27000,12,-5,-5
2000,2010,8619,8618,13,2,2,43000,16,23030,16,20907,17,20000,17,28000,17,-4,23000
2002,2012,8620,8620,10,2,1,48000,15,43488,15,25000,15,30000,15,31200,15,-4,35000
2000,2008,8621,8620,10,2,1,15000,12,-5,-5,-5,-5,-2,12,-5,-5,-4,37000
2004,2014,8622,8620,13,2,2,12000,16,15000,16,20000,16,20000,16,20000,16,-4,27000
1998,2008,8623,8623,10,2,1,121000,16,-2,16,-1,16,-2,16,130000,16,-4,-3
2002,2012,8624,8623,10,2,1,55400,16,57484,16,60800,16,-5,-5,32400,16,-4,43200
2006,2014,8625,8623,10,2,1,123000,17,122300,17,132040,17,128000,17,65100,17,-4,67020
2002,2012,8626,8626,10,2,1,-2,12,-2,12,-2,12,-2,12,-5,-5,-5,-5
1998,2008,8627,8627,10,2,1,63111,12,46028,12,-2,12,53000,12,34000,12,-4,-3
2006,2016,8628,8627,10,2,1,-2,12,-2,12,19300,12,-5,-5,25000,12,-4,20000
-4,2018,8629,8627,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,143000
2004,2014,8630,8630,10,2,1,21000,12,3482,12,28000,12,31000,12,36000,12,-4,31000
2004,2014,8631,8631,13,2,2,20800,12,34000,12,16800,12,18100,12,8796,12,-4,17481
-4,-4,8632,8632,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,8633,8632,10,2,1,19600,13,12400,13,19000,13,38000,13,25000,13,-4,23400
2000,2010,8634,8632,13,2,2,31000,12,38000,12,40500,12,9000,12,5636,12,-4,-3
-4,-4,8635,8635,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,2010,8636,8636,13,2,2,63000,16,52000,16,88050,16,90050,16,96000,16,-4,89600
-4,-4,8637,8637,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,8638,8638,13,2,2,31500,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,8639,8638,13,2,2,79000,13,-1,13,-5,-5,-1,13,-5,-5,-4,-3
1998,2008,8640,8640,10,2,1,454737,16,440692,16,58000,16,595986,16,922631,16,-4,195000
2000,2010,8641,8641,13,2,2,38000,12,40000,12,20000,12,-2,12,20000,12,-4,29000
2002,2012,8642,8641,13,2,2,24000,12,22000,12,21038,12,18000,12,23000,12,-4,0
2004,2014,8643,8641,13,2,2,-2,12,50000,12,-2,12,-2,12,58480,12,-4,53000
2000,2012,8644,8641,10,2,1,-5,-5,-5,-5,-1,12,-2,12,40000,12,-4,-3
2002,2008,8645,8645,10,2,1,0,12,-5,-5,0,12,-2,12,-2,12,-4,0
-4,-4,8646,8646,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,-4,8647,8647,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,8648,8647,13,2,2,108200,15,440692,15,152846,15,93800,15,40000,15,-4,40000
2000,2008,8649,8649,13,2,2,0,12,0,12,2400,12,-2,12,-5,-5,-5,-5
2000,2010,8650,8649,10,2,1,-2,12,28328,12,-2,12,-2,12,35000,12,-4,-3
2002,2012,8651,8649,10,2,1,0,12,15200,12,20000,12,18000,12,19000,12,-4,-3
2002,2012,8652,8652,13,2,2,43000,14,52000,14,65000,14,66000,14,55000,15,-4,60000
2004,2014,8653,8652,10,2,1,-1,13,-1,13,-1,13,-1,13,-5,-5,-5,-5
2004,-4,8654,8652,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,8655,8652,10,2,1,-2,12,-2,12,0,12,1000,12,0,12,-4,0
-4,-4,8656,8656,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,8657,8657,10,2,1,30000,10,2800,10,0,10,34000,10,0,10,-4,-3
2002,2012,8658,8657,13,2,2,92000,12,95000,12,94000,12,88000,12,80127,12,-4,88000
-4,-4,8659,8657,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,8660,8660,13,2,2,8316,14,-2,14,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,8661,8660,10,2,1,56000,12,55000,12,56000,12,87000,12,75000,12,-4,0
2004,2012,8662,8660,13,2,2,1920,11,1200,11,4380,11,3720,11,9720,11,-4,-3
2002,2010,8663,8660,10,2,1,64280,12,55776,12,42623,12,46352,12,45696,12,-4,53000
1998,2008,8664,8664,13,2,2,56849,14,60000,14,63259,14,63893,14,31000,14,-4,-3
2004,2014,8665,8665,13,2,2,74000,12,81079,12,64128,12,43500,12,41400,12,-4,-3
2000,-4,8666,8665,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,8667,8665,10,2,1,45000,12,46000,12,48000,12,39000,12,45000,12,-4,50000
2004,2014,8668,8668,13,2,2,-1,16,-1,16,-1,16,-1,16,-1,16,-4,-3
2004,2014,8669,8669,10,2,1,71992,18,-2,20,84600,20,-2,20,97200,20,-4,100000
2004,2014,8670,8670,10,2,1,-1,16,-1,16,-1,16,-1,16,-2,16,-4,-3
-4,-4,8671,8670,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,-4,8672,8672,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,8673,8673,13,2,2,34040,15,42000,15,27744,15,33500,15,30000,15,-4,-3
-4,-4,8674,8674,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,8675,8675,13,2,2,31264,16,43000,16,-2,16,22000,16,49000,16,-4,14500
2000,2010,8676,8676,10,2,1,-2,12,42000,12,-1,12,25000,12,-5,-5,-5,-5
-4,2010,8677,8676,10,2,1,-5,-5,25000,11,0,11,-5,-5,-5,-5,-5,-5
2002,2010,8678,8678,10,2,1,21300,12,6600,12,1300,12,15000,12,3000,12,-4,-3
2000,2010,8679,8679,13,2,2,75000,12,90000,12,50500,12,54538,12,12000,12,-4,18000
2006,2014,8680,8679,13,2,2,121600,12,84000,12,64075,12,75000,12,65000,12,-4,105200
-4,2012,8681,8679,10,2,1,122000,14,92000,14,115000,14,115000,14,125000,14,-4,120000
2002,2010,8682,8682,10,2,1,12000,11,-2,11,-2,11,2460,11,8724,11,-4,12012
2002,2010,8683,8682,10,2,1,18000,10,26400,10,0,10,-2,10,10075,10,-4,-3
2006,2014,8684,8682,13,2,2,19200,12,29000,14,29000,14,25948,14,26000,14,-4,35000
2000,2010,8685,8685,13,2,2,72012,13,58336,13,60000,13,69000,13,-2,13,-4,-3
2004,-4,8686,8686,10,2,1,7560,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8687,8686,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,8688,8688,13,2,2,37000,16,70000,16,-2,16,50000,16,-2,16,-4,29000
2002,2012,8689,8688,10,2,1,39366,12,19000,12,28000,12,33000,12,0,12,-4,7330
2004,2014,8690,8690,13,2,2,12000,12,1000,12,37200,12,-2,12,39394,12,-4,-3
2002,2012,8691,8691,10,2,1,8940,11,8760,11,6952,11,9456,11,9696,11,-4,11083
-4,2014,8692,8692,13,2,2,-2,11,-5,-5,-2,11,-2,11,-2,11,-4,30000
1998,2008,8693,8693,13,2,2,100000,12,-1,12,107000,12,123000,12,-5,-5,-5,-5
2002,2012,8694,8693,13,2,2,108000,16,-5,-5,89686,16,-5,-5,-5,-5,-5,-5
2004,2014,8695,8693,13,2,2,7644,13,8088,13,8376,13,9504,13,9048,13,-4,9948
2000,2012,8696,8693,13,2,2,-5,-5,-5,-5,108000,14,-5,-5,-5,-5,-5,-5
2002,2012,8697,8697,13,2,2,65000,18,110000,18,119080,18,32000,18,140000,18,-4,156394
2004,2014,8698,8697,10,2,1,83000,16,92800,16,85000,16,108000,16,89000,16,-4,-3
-4,-4,8699,8699,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8700,8700,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8701,8701,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8702,8702,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8703,8703,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,8704,8704,11,1,1,21600,14,35000,14,50000,14,60000,14,-2,14,-4,3600
2004,2014,8705,8704,14,1,2,0,12,30000,12,-2,12,-2,12,970,12,-4,15967
2004,2014,8706,8704,14,1,2,6000,12,177450,12,245075,12,291800,12,265254,12,-4,351600
-4,-4,8707,8707,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,8708,8708,14,1,2,64400,9,73000,9,66700,9,-5,-5,86000,9,-4,-3
2002,2012,8709,8708,11,1,1,18000,9,-2,9,19000,9,24000,9,48000,9,-4,107000
2004,2014,8710,8708,11,1,1,26000,8,18000,8,19000,8,9000,8,0,8,-4,10000
-4,-4,8711,8711,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8712,8712,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8713,8712,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,8714,8714,14,1,2,15000,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8715,8715,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8716,8716,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8717,8716,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8718,8716,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8719,8716,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8720,8720,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8721,8721,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,8722,8722,11,1,1,52000,12,53000,12,50000,12,51000,12,55000,12,-4,65000
2000,2014,8723,8722,11,1,1,-5,-5,-5,-5,-5,-5,26075,15,-5,-5,-4,-3
-4,2014,8724,8722,11,1,1,-5,-5,65000,11,1600,11,5220,11,7620,11,-4,20800
2000,2010,8725,8725,11,1,1,43272,12,84293,12,33420,12,91176,12,47488,12,-4,63860
2002,2012,8726,8725,11,1,1,13500,12,-2,12,46000,12,53000,12,60000,12,-4,65000
2004,2014,8727,8725,11,1,1,93000,12,95000,12,83000,12,87000,12,88000,12,-4,113000
-4,-4,8728,8728,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8729,8729,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8730,8730,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8731,8730,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8732,8732,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8733,8732,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8734,8734,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8735,8734,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8736,8736,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8737,8736,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8738,8738,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8739,8739,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,8740,8740,11,1,1,31000,13,1400,13,13740,13,33980,13,25740,13,-4,25810
2004,2014,8741,8740,11,1,1,86500,18,92000,18,98590,18,105589,18,62947,18,-4,80797
-4,-4,8742,8742,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8743,8743,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8744,8744,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8745,8745,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8746,8745,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8747,8747,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8748,8748,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,8749,8749,10,2,1,42820,9,42857,9,50541,9,47961,9,63696,9,-4,-3
-4,-4,8750,8750,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8751,8750,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8752,8752,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8753,8752,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8754,8752,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8755,8752,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8756,8752,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8757,8757,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8758,8758,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,8759,8759,14,1,2,100852,16,90400,16,100200,16,100200,16,39300,16,-4,61000
-4,-4,8760,8760,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8761,8761,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8762,8762,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8763,8763,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8764,8763,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8765,8763,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8766,8763,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8767,8767,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8768,8768,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8769,8768,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8770,8770,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8771,8770,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8772,8772,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8773,8773,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8774,8774,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8775,8775,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8776,8775,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8777,8777,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8778,8777,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8779,8779,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8780,8780,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8781,8780,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8782,8782,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8783,8783,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8784,8784,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8785,8784,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8786,8786,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2006,2014,8787,8786,13,2,2,35000,12,26000,12,28000,12,10000,12,22000,12,-4,23000
-4,-4,8788,8788,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,8789,8789,13,2,2,7512,12,8957,12,8532,12,9372,12,10824,12,-4,-3
2002,2010,8790,8790,10,2,1,66000,12,84720,12,64100,12,56400,12,-2,12,-4,63000
2004,2014,8791,8791,13,2,2,-2,14,-2,16,2400,16,6000,16,20984,16,-4,6296
2000,2010,8792,8792,10,2,1,39000,13,-2,13,20000,13,2600,13,17160,13,-4,17088
2000,2010,8793,8793,10,2,1,68000,13,72225,13,44000,13,48000,13,48000,13,-4,55100
2002,2012,8794,8793,13,2,2,26500,12,-2,12,28200,12,25000,12,120070,12,-4,34432
-4,-4,8795,8795,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8796,8796,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8797,8797,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8798,8797,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8799,8797,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8800,8800,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8801,8801,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8802,8802,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8803,8803,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8804,8804,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8805,8805,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8806,8806,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8807,8807,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8808,8808,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8809,8809,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,8810,8810,11,1,1,63981,8,100000,8,-1,8,-1,8,-5,-5,-5,-5
2000,2012,8811,8811,14,1,2,49000,12,-5,-5,41080,12,50956,12,28000,12,-4,63836
2002,2012,8812,8811,14,1,2,-2,10,11532,10,11820,10,12024,10,10704,10,-4,11617
2002,2012,8813,8811,11,1,1,66000,12,85000,12,80000,12,75000,12,-2,12,-4,106000
2004,2014,8814,8811,11,1,1,13992,9,0,9,11340,9,15720,9,-3,9,-4,-3
-4,2014,8815,8811,14,1,2,-5,-5,77000,12,77000,12,92000,12,-5,-5,-5,-5
-4,-4,8816,8816,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8817,8816,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,8818,8818,13,2,2,-2,14,-2,14,42000,14,-2,14,56000,14,-4,-3
-4,-4,8819,8819,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8820,8819,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8821,8821,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8822,8822,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8823,8822,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8824,8824,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8825,8825,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8826,8825,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8827,8825,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8828,8825,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8829,8829,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8830,8830,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8831,8831,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8832,8832,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8833,8832,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8834,8832,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8835,8835,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8836,8836,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8837,8836,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8838,8836,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8839,8839,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,8840,8840,13,2,2,24000,12,35000,12,24000,12,0,12,-2,12,-4,-3
-4,-4,8841,8841,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8842,8842,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8843,8842,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8844,8842,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8845,8845,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8846,8846,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8847,8846,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8848,8848,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8849,8849,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,8850,8849,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
